incident_id,incident_title,application_module,severity,priority,reported_datetime,environment,incident_status,assigned_team,assigned_engineer,root_cause,resolution_summary,resolved_datetime,sla_hours,sla_breached,related_transaction_id,related_release_id
INC00005136,Fraud Monitoring service issue - ACCOUNT_NOT_FOUND,Fraud Monitoring,SEV2,P2,2026-05-28 10:51:32,UAT,IN_PROGRESS,QA Automation,ENG0275,,,,8,Y,,REL0153
INC00005137,UPI service issue - RATE_LIMIT,UPI,SEV4,P4,2023-04-15 03:39:39,PRODUCTION,IN_PROGRESS,Platform Engineering,ENG0133,,,,72,Y,TXN0000015189,REL0241
INC00005138,KYC service issue - INSUFFICIENT_BALANCE,KYC,SEV4,P4,2025-09-28 04:20:28,UAT,IN_PROGRESS,KYC & Onboarding,ENG0222,,,,72,Y,,REL0190
INC00005139,Fraud Monitoring service issue - INVALID_BENEFICIARY,Fraud Monitoring,SEV4,P4,2024-10-15 13:33:43,PRODUCTION,RESOLVED,Payments,ENG0267,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2024-10-17 11:39:27,72,N,TXN0000022445,REL0160
INC00005140,Fraud Monitoring service issue - SERVICE_UNAVAILABLE,Fraud Monitoring,SEV1,P1,2025-08-13 12:50:53,PRODUCTION,IN_PROGRESS,SRE,ENG0021,,,,4,Y,,REL0332
INC00005141,Accounts service issue - RATE_LIMIT,Accounts,SEV3,P3,2024-10-27 19:59:40,PRODUCTION,OPEN,QA Automation,ENG0192,,,,24,Y,,REL0204
INC00005142,Customer Onboarding service issue - KYC_BLOCK,Customer Onboarding,SEV4,P4,2023-01-16 07:52:23,PRODUCTION,OPEN,Digital Banking,ENG0046,,,,72,Y,,REL0157
INC00005143,Fraud Monitoring service issue - AUTH_FAILURE,Fraud Monitoring,SEV3,P3,2025-05-29 23:48:51,PRODUCTION,OPEN,Cards,ENG0145,,,,24,Y,,REL0137
INC00005144,Statements service issue - AUTH_FAILURE,Statements,SEV3,P3,2023-01-08 01:16:18,SIT,CLOSED,Platform Engineering,ENG0046,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2023-01-09 17:37:49,24,Y,TXN0000010471,REL0215
INC00005145,Fraud Monitoring service issue - KYC_BLOCK,Fraud Monitoring,SEV3,P3,2023-02-03 16:25:00,PRODUCTION,IN_PROGRESS,SRE,ENG0060,,,,24,Y,TXN0000014822,REL0145
INC00005146,Statements service issue - SERVICE_UNAVAILABLE,Statements,SEV1,P1,2026-04-05 09:13:18,PRODUCTION,CLOSED,Cards,ENG0080,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2026-04-05 20:21:40,4,Y,,REL0336
INC00005147,Login service issue - ACCOUNT_NOT_FOUND,Login,SEV3,P3,2025-01-12 14:59:24,PRODUCTION,CLOSED,SRE,ENG0195,Code Defect,Resolved by addressing code defect and validating impacted service.,2025-01-14 23:51:47,24,Y,TXN0000016409,REL0122
INC00005148,Customer Onboarding service issue - AUTH_FAILURE,Customer Onboarding,SEV4,P4,2023-01-21 20:12:25,UAT,RESOLVED,Digital Banking,ENG0095,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2023-01-23 08:01:46,72,N,TXN0000023743,REL0320
INC00005149,Notifications service issue - RATE_LIMIT,Notifications,SEV3,P3,2025-12-19 02:03:17,PRODUCTION,RESOLVED,Platform Engineering,ENG0181,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2025-12-20 11:24:25,24,Y,TXN0000019722,REL0346
INC00005150,API Gateway service issue - ACCOUNT_NOT_FOUND,API Gateway,SEV3,P3,2023-11-22 08:54:14,PRODUCTION,RESOLVED,Cards,ENG0033,Code Defect,Resolved by addressing code defect and validating impacted service.,2023-11-25 03:02:26,24,Y,TXN0000023196,REL0308
INC00005151,Accounts service issue - INSUFFICIENT_BALANCE,Accounts,SEV4,P4,2023-05-28 13:34:54,UAT,IN_PROGRESS,SRE,ENG0282,,,,72,Y,TXN0000018094,REL0225
INC00005152,API Gateway service issue - SERVICE_UNAVAILABLE,API Gateway,SEV3,P3,2023-03-17 22:35:47,PRODUCTION,IN_PROGRESS,SRE,ENG0063,,,,24,Y,TXN0000018596,REL0271
INC00005153,Statements service issue - SETTLEMENT_FAILURE,Statements,SEV2,P2,2024-07-28 23:53:46,PRODUCTION,OPEN,Cards,ENG0150,,,,8,Y,TXN0000003382,REL0276
INC00005154,Cards service issue - DUPLICATE_TRANSACTION,Cards,SEV4,P4,2025-07-11 13:48:46,PRODUCTION,RESOLVED,KYC & Onboarding,ENG0197,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2025-07-12 12:38:38,72,N,,REL0140
INC00005155,Cards service issue - INVALID_BENEFICIARY,Cards,SEV3,P3,2023-09-19 07:09:11,SIT,CLOSED,SRE,ENG0189,Network Failure,Resolved by addressing network failure and validating impacted service.,2023-09-21 07:56:27,24,Y,,REL0103
INC00005156,UPI service issue - INSUFFICIENT_BALANCE,UPI,SEV4,P4,2024-03-02 22:18:50,PRODUCTION,RESOLVED,Lending,ENG0004,Code Defect,Resolved by addressing code defect and validating impacted service.,2024-03-05 06:45:22,72,N,,REL0254
INC00005157,Fraud Monitoring service issue - INSUFFICIENT_BALANCE,Fraud Monitoring,SEV3,P3,2026-07-24 12:04:42,PRODUCTION,RESOLVED,KYC & Onboarding,ENG0212,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2026-07-25 16:06:29,24,Y,TXN0000012170,REL0173
INC00005158,Cards service issue - DUPLICATE_TRANSACTION,Cards,SEV3,P3,2024-02-01 18:12:28,UAT,IN_PROGRESS,Payments,ENG0044,,,,24,Y,,REL0295
INC00005159,Loans service issue - INVALID_BENEFICIARY,Loans,SEV4,P4,2026-07-15 07:15:50,UAT,OPEN,KYC & Onboarding,ENG0274,,,,72,Y,TXN0000003211,REL0192
INC00005160,Payments service issue - SERVICE_UNAVAILABLE,Payments,SEV4,P4,2024-12-09 01:31:00,PRODUCTION,CLOSED,SRE,ENG0215,Code Defect,Resolved by addressing code defect and validating impacted service.,2024-12-17 04:02:58,72,Y,TXN0000001335,REL0117
INC00005161,Cards service issue - DATABASE_ERROR,Cards,SEV3,P3,2025-03-03 07:20:33,PRODUCTION,CLOSED,Payments,ENG0112,Code Defect,Resolved by addressing code defect and validating impacted service.,2025-03-05 06:00:33,24,Y,,REL0105
INC00005162,Login service issue - KYC_BLOCK,Login,SEV3,P3,2025-04-08 12:00:37,PRODUCTION,ON_HOLD,Cards,ENG0081,,,,24,Y,TXN0000007518,REL0288
INC00005163,UPI service issue - SERVICE_UNAVAILABLE,UPI,SEV4,P4,2026-02-21 21:00:25,PRODUCTION,RESOLVED,SRE,ENG0057,Configuration Error,Resolved by addressing configuration error and validating impacted service.,2026-02-23 17:20:45,72,N,TXN0000016358,REL0144
INC00005164,Statements service issue - DUPLICATE_TRANSACTION,Statements,SEV3,P3,2023-07-03 01:09:22,PRODUCTION,CLOSED,Payments,ENG0036,Database Lock,Resolved by addressing database lock and validating impacted service.,2023-07-03 03:57:36,24,N,,REL0335
INC00005165,API Gateway service issue - SETTLEMENT_FAILURE,API Gateway,SEV4,P4,2025-02-21 09:53:46,PRODUCTION,ON_HOLD,QA Automation,ENG0012,,,,72,Y,,REL0183
INC00005166,Customer Onboarding service issue - RATE_LIMIT,Customer Onboarding,SEV2,P2,2023-10-23 02:13:18,PRODUCTION,CLOSED,SRE,ENG0170,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2023-10-23 03:37:40,8,N,TXN0000000679,REL0154
INC00005167,API Gateway service issue - UPSTREAM_TIMEOUT,API Gateway,SEV4,P4,2023-03-27 22:34:33,PRODUCTION,RESOLVED,QA Automation,ENG0192,Database Lock,Resolved by addressing database lock and validating impacted service.,2023-03-28 23:10:49,72,N,,REL0228
INC00005168,UPI service issue - ACCOUNT_NOT_FOUND,UPI,SEV3,P3,2023-09-07 18:58:26,PRODUCTION,RESOLVED,SRE,ENG0027,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2023-09-09 11:44:09,24,Y,,REL0295
INC00005169,API Gateway service issue - AUTH_FAILURE,API Gateway,SEV3,P3,2026-05-16 11:32:45,UAT,IN_PROGRESS,Cards,ENG0094,,,,24,Y,,REL0150
INC00005170,Cards service issue - AUTH_FAILURE,Cards,SEV3,P3,2025-09-27 23:23:44,PRODUCTION,IN_PROGRESS,KYC & Onboarding,ENG0261,,,,24,Y,TXN0000003556,REL0270
INC00005171,Fraud Monitoring service issue - INVALID_BENEFICIARY,Fraud Monitoring,SEV3,P3,2024-12-11 19:09:48,PRODUCTION,IN_PROGRESS,Fraud & Risk,ENG0080,,,,24,Y,,REL0319
INC00005172,Notifications service issue - DUPLICATE_TRANSACTION,Notifications,SEV2,P2,2023-10-18 01:05:30,PRODUCTION,RESOLVED,Cards,ENG0225,Code Defect,Resolved by addressing code defect and validating impacted service.,2023-10-18 08:25:07,8,N,,REL0107
INC00005173,UPI service issue - ACCOUNT_NOT_FOUND,UPI,SEV4,P4,2024-08-16 23:11:11,PRODUCTION,ON_HOLD,Cards,ENG0247,,,,72,Y,TXN0000015801,REL0132
INC00005174,UPI service issue - KYC_BLOCK,UPI,SEV4,P4,2023-07-20 20:10:31,SIT,CLOSED,Fraud & Risk,ENG0239,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2023-07-21 23:00:14,72,N,TXN0000013567,REL0188
INC00005175,Cards service issue - SETTLEMENT_FAILURE,Cards,SEV3,P3,2024-12-09 05:10:09,SIT,RESOLVED,KYC & Onboarding,ENG0075,Code Defect,Resolved by addressing code defect and validating impacted service.,2024-12-10 14:46:39,24,Y,,REL0304
INC00005176,Login service issue - INVALID_BENEFICIARY,Login,SEV4,P4,2025-04-17 08:23:50,PRODUCTION,OPEN,Lending,ENG0077,,,,72,Y,TXN0000022688,REL0143
INC00005177,Notifications service issue - INVALID_CUSTOMER,Notifications,SEV4,P4,2026-06-25 01:17:21,SIT,IN_PROGRESS,Platform Engineering,ENG0068,,,,72,Y,,REL0286
INC00005178,Login service issue - SERVICE_UNAVAILABLE,Login,SEV4,P4,2026-01-25 20:12:50,PRODUCTION,IN_PROGRESS,KYC & Onboarding,ENG0156,,,,72,Y,,REL0237
INC00005179,Customer Onboarding service issue - UPSTREAM_TIMEOUT,Customer Onboarding,SEV2,P2,2025-10-23 15:14:22,PRODUCTION,ON_HOLD,Lending,ENG0150,,,,8,Y,,REL0241
INC00005180,API Gateway service issue - SERVICE_UNAVAILABLE,API Gateway,SEV4,P4,2023-06-21 02:24:41,PRODUCTION,CLOSED,Cards,ENG0129,Database Lock,Resolved by addressing database lock and validating impacted service.,2023-06-28 22:54:03,72,Y,TXN0000008072,REL0272
INC00005181,Customer Onboarding service issue - ACCOUNT_NOT_FOUND,Customer Onboarding,SEV4,P4,2024-12-03 16:27:28,PRODUCTION,CLOSED,Lending,ENG0049,Configuration Error,Resolved by addressing configuration error and validating impacted service.,2024-12-06 02:10:04,72,N,TXN0000024929,REL0258
INC00005182,UPI service issue - INSUFFICIENT_BALANCE,UPI,SEV4,P4,2024-10-28 14:18:09,UAT,IN_PROGRESS,Cards,ENG0007,,,,72,Y,,REL0314
INC00005183,Notifications service issue - SETTLEMENT_FAILURE,Notifications,SEV4,P4,2026-06-10 18:03:28,PRODUCTION,RESOLVED,SRE,ENG0151,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2026-06-16 04:32:11,72,Y,,REL0239
INC00005184,KYC service issue - SERVICE_UNAVAILABLE,KYC,SEV2,P2,2023-04-06 19:15:18,PRODUCTION,IN_PROGRESS,Cards,ENG0058,,,,8,Y,,REL0201
INC00005185,Payments service issue - INVALID_CUSTOMER,Payments,SEV1,P1,2026-07-06 22:01:53,PRODUCTION,RESOLVED,QA Automation,ENG0245,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2026-07-07 08:43:54,4,Y,TXN0000015772,REL0208
INC00005186,API Gateway service issue - AUTH_FAILURE,API Gateway,SEV4,P4,2024-09-03 09:17:41,DEV,IN_PROGRESS,KYC & Onboarding,ENG0067,,,,72,Y,,REL0350
INC00005187,Loans service issue - INVALID_CUSTOMER,Loans,SEV4,P4,2026-07-29 18:59:02,PRODUCTION,OPEN,Fraud & Risk,ENG0221,,,,72,N,,REL0104
INC00005188,UPI service issue - DUPLICATE_TRANSACTION,UPI,SEV2,P2,2026-07-14 02:53:48,PRODUCTION,CLOSED,SRE,ENG0184,Code Defect,Resolved by addressing code defect and validating impacted service.,2026-07-14 13:08:09,8,Y,TXN0000010305,REL0218
INC00005189,UPI service issue - UPSTREAM_TIMEOUT,UPI,SEV3,P3,2025-07-19 16:25:59,UAT,CLOSED,Cards,ENG0069,Code Defect,Resolved by addressing code defect and validating impacted service.,2025-07-22 00:02:51,24,Y,TXN0000021561,REL0336
INC00005190,KYC service issue - INVALID_CUSTOMER,KYC,SEV4,P4,2024-02-07 02:44:23,PRODUCTION,RESOLVED,Digital Banking,ENG0017,Configuration Error,Resolved by addressing configuration error and validating impacted service.,2024-02-12 06:08:03,72,Y,,REL0139
INC00005191,Loans service issue - INSUFFICIENT_BALANCE,Loans,SEV4,P4,2025-04-21 12:06:44,DEV,IN_PROGRESS,QA Automation,ENG0072,,,,72,Y,TXN0000003084,REL0260
INC00005192,Customer Onboarding service issue - INVALID_CUSTOMER,Customer Onboarding,SEV1,P1,2023-10-10 09:02:46,PRODUCTION,CLOSED,Payments,ENG0123,Code Defect,Resolved by addressing code defect and validating impacted service.,2023-10-10 18:26:40,4,Y,,REL0302
INC00005193,Fraud Monitoring service issue - UPSTREAM_TIMEOUT,Fraud Monitoring,SEV3,P3,2025-08-15 03:40:32,PRODUCTION,CLOSED,Payments,ENG0027,Code Defect,Resolved by addressing code defect and validating impacted service.,2025-08-17 14:37:09,24,Y,,REL0175
INC00005194,Statements service issue - SERVICE_UNAVAILABLE,Statements,SEV4,P4,2024-01-11 17:08:08,PRODUCTION,RESOLVED,Payments,ENG0234,Capacity Issue,Resolved by addressing capacity issue and validating impacted service.,2024-01-20 07:51:36,72,Y,TXN0000002198,REL0276
INC00005195,UPI service issue - DATABASE_ERROR,UPI,SEV3,P3,2025-07-09 07:11:10,PRODUCTION,RESOLVED,Payments,ENG0068,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2025-07-11 05:35:36,24,Y,TXN0000001040,REL0278
INC00005196,Customer Onboarding service issue - SETTLEMENT_FAILURE,Customer Onboarding,SEV3,P3,2023-10-01 13:43:59,PRODUCTION,RESOLVED,Lending,ENG0233,Code Defect,Resolved by addressing code defect and validating impacted service.,2023-10-02 04:32:02,24,N,,REL0252
INC00005197,Login service issue - INVALID_BENEFICIARY,Login,SEV3,P3,2024-02-16 04:54:06,PRODUCTION,IN_PROGRESS,Payments,ENG0050,,,,24,Y,TXN0000012715,REL0122
INC00005198,Notifications service issue - INVALID_BENEFICIARY,Notifications,SEV3,P3,2026-04-02 15:48:07,PRODUCTION,ON_HOLD,Lending,ENG0233,,,2026-04-02 16:48:07,24,Y,,REL0187
INC00005199,Payments service issue - SETTLEMENT_FAILURE,Payments,SEV3,P3,2023-11-13 23:17:36,PRODUCTION,RESOLVED,QA Automation,ENG0087,Invalid Data,Resolved by addressing invalid data and validating impacted service.,,24,Y,TXN0000021910,REL0175
INC00005200,Fraud Monitoring service issue - ACCOUNT_NOT_FOUND,Fraud Monitoring,SEV3,P3,2026-06-18 09:55:31,PRODUCTION,RESOLVED,SRE,ENG0067,Network Failure,Resolved by addressing network failure and validating impacted service.,2026-06-20 08:22:38,24,Y,,REL0165
INC00005201,Cards service issue - SERVICE_UNAVAILABLE,Cards,SEV3,P3,2026-01-02 13:25:56,PRODUCTION,CLOSED,Platform Engineering,ENG0175,Code Defect,Resolved by addressing code defect and validating impacted service.,2026-01-05 09:57:29,24,Y,,REL0281
INC00005202,Statements service issue - AUTH_FAILURE,Statements,SEV4,P4,2026-06-26 11:53:12,PRODUCTION,IN_PROGRESS,Cards,ENG0033,,,,72,Y,TXN0000007538,REL0252
INC00005203,Customer Onboarding service issue - UPSTREAM_TIMEOUT,Customer Onboarding,SEV4,P4,2024-11-20 07:48:04,PRODUCTION,RESOLVED,KYC & Onboarding,ENG0294,Configuration Error,Resolved by addressing configuration error and validating impacted service.,2024-11-27 23:50:39,72,Y,,REL0132
INC00005204,Fraud Monitoring service issue - SERVICE_UNAVAILABLE,Fraud Monitoring,SEV4,P4,2023-10-07 11:06:00,DEV,RESOLVED,SRE,ENG0165,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2023-10-15 07:30:11,72,Y,,REL0137
INC00005205,Cards service issue - AUTH_FAILURE,Cards,SEV4,P4,2024-02-20 23:23:51,DEV,OPEN,Fraud & Risk,ENG0245,,,,72,Y,TXN0000020119,REL0342
INC00005206,Statements service issue - DUPLICATE_TRANSACTION,Statements,SEV2,P2,2026-07-15 01:01:47,PRODUCTION,RESOLVED,Cards,ENG0058,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2026-07-15 16:37:58,8,Y,,REL0105
INC00005207,Loans service issue - DATABASE_ERROR,Loans,SEV4,P4,2023-08-15 15:22:37,PRODUCTION,RESOLVED,KYC & Onboarding,ENG0076,Database Lock,Resolved by addressing database lock and validating impacted service.,2023-08-23 23:37:49,72,Y,TXN0000009718,REL0234
INC00005208,UPI service issue - RATE_LIMIT,UPI,SEV3,P3,2024-04-03 10:54:45,PRODUCTION,IN_PROGRESS,SRE,ENG0111,,,,24,Y,,REL0170
INC00005209,Accounts service issue - AUTH_FAILURE,Accounts,SEV3,P3,2024-03-18 08:54:26,PRODUCTION,RESOLVED,Digital Banking,ENG0197,Code Defect,Resolved by addressing code defect and validating impacted service.,2024-03-19 19:07:42,24,Y,,REL0180
INC00005210,Customer Onboarding service issue - KYC_BLOCK,Customer Onboarding,SEV3,P3,2025-05-29 11:16:28,PRODUCTION,OPEN,KYC & Onboarding,ENG0140,,,,24,Y,,REL0333
INC00005211,Accounts service issue - SETTLEMENT_FAILURE,Accounts,SEV3,P3,2024-07-04 07:10:37,PRODUCTION,RESOLVED,Fraud & Risk,ENG0028,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2024-07-05 13:04:27,24,Y,,REL0176
INC00005212,UPI service issue - KYC_BLOCK,UPI,SEV2,P2,2025-05-04 21:26:03,PRODUCTION,RESOLVED,Cards,ENG0147,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2025-05-05 13:29:31,8,Y,TXN0000001503,REL0150
INC00005213,UPI service issue - INSUFFICIENT_BALANCE,UPI,SEV3,P3,2025-12-01 17:07:00,UAT,CLOSED,Payments,ENG0152,Capacity Issue,Resolved by addressing capacity issue and validating impacted service.,2025-12-03 00:26:46,24,Y,,REL0305
INC00005214,Customer Onboarding service issue - RATE_LIMIT,Customer Onboarding,SEV4,P4,2024-03-15 13:17:37,PRODUCTION,IN_PROGRESS,Payments,ENG0023,,,,72,Y,TXN0000024442,REL0104
INC00005215,Loans service issue - SERVICE_UNAVAILABLE,Loans,SEV2,P2,2024-06-06 00:42:19,UAT,CLOSED,SRE,ENG0283,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2024-06-06 12:07:38,8,Y,TXN0000024358,REL0181
INC00005216,Accounts service issue - INVALID_BENEFICIARY,Accounts,SEV3,P3,2023-11-16 17:44:22,PRODUCTION,CLOSED,Platform Engineering,ENG0089,Network Failure,Resolved by addressing network failure and validating impacted service.,2023-11-18 06:26:34,24,Y,TXN0000021413,REL0350
INC00005217,Notifications service issue - SETTLEMENT_FAILURE,Notifications,SEV4,P4,2026-02-10 13:48:47,PRODUCTION,RESOLVED,Cards,ENG0090,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2026-02-14 07:11:54,72,Y,TXN0000005669,REL0164
INC00005218,Fraud Monitoring service issue - RATE_LIMIT,Fraud Monitoring,SEV4,P4,2023-10-14 00:43:57,PRODUCTION,IN_PROGRESS,SRE,ENG0252,,,,72,Y,TXN0000013343,REL0272
INC00005219,Notifications service issue - UPSTREAM_TIMEOUT,Notifications,SEV4,P4,2025-05-06 16:37:12,PRODUCTION,RESOLVED,Payments,ENG0103,Configuration Error,Resolved by addressing configuration error and validating impacted service.,2025-05-13 12:08:25,72,Y,TXN0000018159,REL0177
INC00005220,API Gateway service issue - SERVICE_UNAVAILABLE,API Gateway,SEV3,P3,2023-08-04 19:54:14,PRODUCTION,ON_HOLD,Fraud & Risk,ENG0290,,,,24,Y,TXN0000002903,REL0240
INC00005221,Login service issue - SERVICE_UNAVAILABLE,Login,SEV4,P4,2023-02-07 00:00:43,SIT,CLOSED,Platform Engineering,ENG0029,Configuration Error,Resolved by addressing configuration error and validating impacted service.,2023-02-09 07:45:49,72,N,TXN0000013540,REL0306
INC00005222,Statements service issue - DUPLICATE_TRANSACTION,Statements,SEV4,P4,2025-06-22 11:13:00,PRODUCTION,OPEN,Lending,ENG0248,,,,72,Y,,REL0329
INC00005223,Statements service issue - AUTH_FAILURE,Statements,SEV4,P4,2025-08-12 20:39:04,PRODUCTION,RESOLVED,SRE,ENG0018,Code Defect,Resolved by addressing code defect and validating impacted service.,2025-08-20 22:32:12,72,Y,TXN0000017393,REL0247
INC00005224,KYC service issue - SETTLEMENT_FAILURE,KYC,SEV4,P4,2025-08-19 09:10:20,PRODUCTION,CLOSED,QA Automation,ENG0213,Database Lock,Resolved by addressing database lock and validating impacted service.,2025-08-20 19:35:35,72,N,TXN0000019852,REL0220
INC00005225,Statements service issue - UPSTREAM_TIMEOUT,Statements,SEV3,P3,2023-07-05 09:56:58,PRODUCTION,RESOLVED,Digital Banking,ENG0182,Database Lock,Resolved by addressing database lock and validating impacted service.,2023-07-06 08:05:48,24,N,,REL0146
INC00005226,Login service issue - RATE_LIMIT,Login,SEV1,P1,2024-02-25 16:52:22,DEV,OPEN,Payments,ENG0224,,,,4,Y,TXN0000000460,REL0154
INC00005227,API Gateway service issue - DUPLICATE_TRANSACTION,API Gateway,SEV4,P4,2026-06-29 16:51:27,PRODUCTION,CLOSED,QA Automation,ENG0201,Code Defect,Resolved by addressing code defect and validating impacted service.,2026-07-07 09:58:48,72,Y,,REL0248
INC00005228,Cards service issue - INSUFFICIENT_BALANCE,Cards,SEV4,P4,2024-08-16 05:42:35,UAT,RESOLVED,Payments,ENG0292,Database Lock,Resolved by addressing database lock and validating impacted service.,2024-08-20 02:26:21,72,Y,TXN0000005951,REL0134
INC00005229,Login service issue - KYC_BLOCK,Login,SEV4,P4,2024-09-15 07:58:33,DEV,RESOLVED,Payments,ENG0057,Code Defect,Resolved by addressing code defect and validating impacted service.,2024-09-21 16:27:31,72,Y,,REL0225
INC00005230,Cards service issue - DUPLICATE_TRANSACTION,Cards,SEV4,P4,2026-06-21 02:46:26,PRODUCTION,OPEN,Fraud & Risk,ENG0043,,,,72,Y,TXN0000016523,REL0262
INC00005231,UPI service issue - INSUFFICIENT_BALANCE,UPI,SEV3,P3,2023-05-12 06:47:08,UAT,RESOLVED,Lending,ENG0202,Capacity Issue,Resolved by addressing capacity issue and validating impacted service.,2023-05-14 18:00:17,24,Y,TXN0000008709,REL0226
INC00005232,Payments service issue - INVALID_CUSTOMER,Payments,SEV4,P4,2026-04-06 04:56:18,PRODUCTION,OPEN,Platform Engineering,ENG0238,,,,72,Y,TXN0000011932,REL0150
INC00005233,UPI service issue - RATE_LIMIT,UPI,SEV3,P3,2026-02-27 11:33:41,PRODUCTION,CLOSED,KYC & Onboarding,ENG0118,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2026-03-01 07:26:29,24,Y,,REL0105
INC00005234,API Gateway service issue - UPSTREAM_TIMEOUT,API Gateway,SEV4,P4,2024-09-11 07:08:15,PRODUCTION,OPEN,Fraud & Risk,ENG0053,,,,72,Y,,REL0142
INC00005235,Accounts service issue - KYC_BLOCK,Accounts,SEV3,P3,2025-03-23 10:59:12,UAT,CLOSED,Lending,ENG0204,Code Defect,Resolved by addressing code defect and validating impacted service.,2025-03-23 17:15:59,24,N,TXN0000003379,REL0105
INC00005236,Loans service issue - KYC_BLOCK,Loans,SEV2,P2,2024-11-06 17:01:49,PRODUCTION,CLOSED,Platform Engineering,ENG0284,Capacity Issue,Resolved by addressing capacity issue and validating impacted service.,2024-11-07 03:41:34,8,Y,TXN0000006236,REL0328
INC00005237,Notifications service issue - SETTLEMENT_FAILURE,Notifications,SEV3,P3,2025-10-02 20:27:50,PRODUCTION,OPEN,SRE,ENG0201,,,,24,Y,,REL0227
INC00005238,KYC service issue - ACCOUNT_NOT_FOUND,KYC,SEV3,P3,2025-04-25 14:07:18,PRODUCTION,RESOLVED,Payments,ENG0064,Authentication Failure,Resolved by addressing authentication failure and validating impacted service.,2025-04-27 03:08:54,24,Y,,REL0306
INC00005239,Accounts service issue - INVALID_BENEFICIARY,Accounts,SEV4,P4,2024-07-04 04:50:51,PRODUCTION,CLOSED,Fraud & Risk,ENG0172,Code Defect,Resolved by addressing code defect and validating impacted service.,2024-07-12 08:30:27,72,Y,,REL0319
INC00005240,Fraud Monitoring service issue - KYC_BLOCK,Fraud Monitoring,SEV4,P4,2025-04-28 21:37:36,PRODUCTION,CLOSED,Cards,ENG0268,Code Defect,Resolved by addressing code defect and validating impacted service.,2025-04-29 11:03:50,72,N,TXN0000018514,REL0206
INC00005241,Notifications service issue - RATE_LIMIT,Notifications,SEV4,P4,2023-03-09 21:45:55,PRODUCTION,ON_HOLD,KYC & Onboarding,ENG0103,,,,72,Y,TXN0000001616,REL0206
INC00005242,Cards service issue - SERVICE_UNAVAILABLE,Cards,SEV3,P3,2024-02-24 06:41:05,SIT,RESOLVED,QA Automation,ENG0141,Code Defect,Resolved by addressing code defect and validating impacted service.,2024-02-26 04:19:15,24,Y,TXN0000023456,REL0293
INC00005243,Loans service issue - INSUFFICIENT_BALANCE,Loans,SEV4,P4,2024-06-02 01:29:02,PRODUCTION,CLOSED,Fraud & Risk,ENG0119,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2024-06-08 18:48:31,72,Y,TXN0000016578,REL0106
INC00005244,Payments service issue - INSUFFICIENT_BALANCE,Payments,SEV3,P3,2023-08-30 16:19:00,SIT,CLOSED,Payments,ENG0132,Network Failure,Resolved by addressing network failure and validating impacted service.,2023-08-30 17:56:23,24,N,TXN0000017062,REL0289
INC00005245,Cards service issue - RATE_LIMIT,Cards,SEV3,P3,2026-04-25 16:35:32,SIT,RESOLVED,KYC & Onboarding,ENG0177,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2026-04-26 12:18:08,24,N,TXN0000012973,REL0298
INC00005246,Accounts service issue - DATABASE_ERROR,Accounts,SEV4,P4,2023-08-19 15:22:50,PRODUCTION,RESOLVED,Fraud & Risk,ENG0270,Code Defect,Resolved by addressing code defect and validating impacted service.,2023-08-27 14:42:33,72,Y,,REL0322
INC00005247,UPI service issue - ACCOUNT_NOT_FOUND,UPI,SEV4,P4,2024-02-15 19:54:09,UAT,CLOSED,Cards,ENG0283,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2024-02-23 14:18:49,72,Y,,REL0181
INC00005248,Customer Onboarding service issue - INSUFFICIENT_BALANCE,Customer Onboarding,SEV3,P3,2023-04-24 14:26:50,SIT,OPEN,KYC & Onboarding,ENG0081,,,,24,Y,TXN0000006866,REL0283
INC00005249,Customer Onboarding service issue - RATE_LIMIT,Customer Onboarding,SEV4,P4,2024-12-27 19:25:31,PRODUCTION,RESOLVED,Lending,ENG0122,Configuration Error,Resolved by addressing configuration error and validating impacted service.,2025-01-01 01:53:15,72,Y,TXN0000021722,REL0235
