log_id,timestamp,api_name,endpoint,request_method,response_code,response_time_ms,request_size_bytes,response_size_bytes,server_name,environment,error_code,timeout_flag,transaction_id
API000008114,2024-05-17 20:40:09,LoanAPI,/api/loans,GET,500,176,2608,6119,SRV026,PRODUCTION,E103,N,TXN0000015137
API000008115,2026-06-04 12:55:09,TransactionAPI,/api/transactions,GET,200,190,4671,427,SRV029,UAT,,N,
API000008116,2025-11-01 00:29:43,NotificationAPI,/api/notifications,POST,200,178,4846,5595,SRV040,PRODUCTION,,N,TXN0000012592
API000008117,2023-11-18 11:29:06,NotificationAPI,/api/notifications,POST,200,31,4555,414,SRV020,PRODUCTION,,N,TXN0000003157
API000008118,2023-06-22 10:51:50,TransactionAPI,/api/transactions,GET,504,107,4125,2993,SRV026,PRODUCTION,E110,Y,
API000008119,2024-03-11 10:41:23,AuthAPI,/api/auth,POST,200,83,904,6705,SRV036,PRODUCTION,,N,
API000008120,2024-05-10 02:12:41,PaymentAPI,/api/payments,GET,200,410,4241,5067,SRV039,UAT,,N,TXN0000018230
API000008121,2024-07-27 21:00:22,LoanAPI,/api/loans,GET,200,667,1811,1760,SRV023,UAT,,N,TXN0000000648
API000008122,2024-07-24 19:30:34,CustomerAPI,/api/customers,POST,409,397,4198,7900,SRV038,PRODUCTION,E109,N,
API000008123,2023-04-08 11:42:56,LoanAPI,/api/loans,POST,200,93,3522,3361,SRV040,PRODUCTION,,N,TXN0000020380
API000008124,2026-05-11 18:53:08,KYCAPI,/api/kyc,POST,200,35,4393,2025,SRV027,PRODUCTION,,N,
API000008125,2025-06-25 19:13:12,PaymentAPI,/api/payments,GET,200,84,101,5654,SRV021,PRODUCTION,,N,TXN0000010066
API000008126,2023-09-16 21:11:57,KYCAPI,/api/kyc,GET,200,92,4953,7541,SRV022,PRODUCTION,,N,TXN0000010462
API000008127,2025-01-19 22:12:07,LoanAPI,/api/loans,DELETE,400,154,3171,303,SRV034,PRODUCTION,E105,N,TXN0000011400
API000008128,2024-09-10 09:12:15,NotificationAPI,/api/notifications,POST,200,57,633,3075,SRV012,UAT,,N,TXN0000023227
API000008129,2024-05-25 11:31:01,TransactionAPI,/api/transactions,GET,200,146,4396,7984,SRV026,PRODUCTION,,N,TXN0000005585
API000008130,2024-08-16 20:41:31,StatementAPI,/api/statements,GET,429,108,2278,6060,SRV024,PRODUCTION,E102,N,
API000008131,2025-08-14 09:50:17,FraudAPI,/api/fraud,POST,200,154,282,2799,SRV021,PRODUCTION,,N,TXN0000023454
API000008132,2023-11-09 11:11:45,KYCAPI,/api/kyc,DELETE,200,337,262,6603,SRV035,PRODUCTION,,N,TXN0000004299
API000008133,2023-07-29 11:49:56,StatementAPI,/api/statements,POST,200,116,1100,7145,SRV010,PRODUCTION,,N,
API000008134,2025-08-24 17:15:44,KYCAPI,/api/kyc,PUT,200,39,2762,7631,SRV012,PRODUCTION,,N,
API000008135,2025-12-03 07:48:56,NotificationAPI,/api/notifications,POST,200,76,755,5640,SRV034,PRODUCTION,,N,
API000008136,2024-10-26 19:48:28,LoanAPI,/api/loans,PUT,400,236,4583,1267,SRV003,PRODUCTION,E103,N,
API000008137,2024-07-29 20:10:49,TransactionAPI,/api/transactions,PUT,201,172,4215,7538,SRV030,PRODUCTION,,N,
API000008138,2024-09-30 17:15:12,FraudAPI,/api/fraud,POST,200,127,3424,8438,SRV007,PRODUCTION,,N,TXN0000019664
API000008139,2026-07-18 00:40:47,KYCAPI,/api/kyc,GET,403,73,167,8986,SRV037,PRODUCTION,E105,N,TXN0000014924
API000008140,2023-04-14 12:03:25,TransactionAPI,/api/transactions,POST,200,423,2100,1788,SRV034,SIT,,N,TXN0000008386
API000008141,2025-03-01 13:42:35,AuthAPI,/api/auth,DELETE,200,99,4166,665,SRV021,PRODUCTION,,N,
API000008142,2024-06-08 18:29:03,FraudAPI,/api/fraud,POST,200,222,657,824,SRV014,PRODUCTION,,N,
API000008143,2024-04-19 12:50:21,CustomerAPI,/api/customers,GET,200,120,158,1807,SRV014,PRODUCTION,,N,TXN0000003066
API000008144,2023-09-16 10:02:52,NotificationAPI,/api/notifications,GET,200,100,3516,6164,SRV002,PRODUCTION,,N,
API000008145,2026-03-11 21:53:22,AuthAPI,/api/auth,GET,200,27,4873,455,SRV036,PRODUCTION,,N,TXN0000024376
API000008146,2026-03-16 15:02:44,KYCAPI,/api/kyc,POST,200,210,4209,6326,SRV011,PRODUCTION,,N,
API000008147,2026-03-21 07:00:28,FraudAPI,/api/fraud,POST,200,1088,4015,7386,SRV007,PRODUCTION,,N,TXN0000007561
API000008148,2023-03-03 12:06:04,AuthAPI,/api/auth,GET,200,39,1864,9564,SRV002,PRODUCTION,,N,
API000008149,2023-01-19 00:05:13,PaymentAPI,/api/payments,PUT,500,60,3923,2884,SRV019,PRODUCTION,E109,N,TXN0000014946
API000008150,2024-07-21 07:45:46,LoanAPI,/api/loans,GET,200,185,625,1034,SRV005,PRODUCTION,,N,TXN0000022642
API000008151,2025-10-20 17:18:45,KYCAPI,/api/kyc,POST,200,174,1573,5855,SRV018,PRODUCTION,,N,
API000008152,2026-07-08 14:53:25,PaymentAPI,/api/payments,DELETE,200,199,390,5546,SRV006,UAT,,N,TXN0000017334
API000008153,2023-01-12 22:30:48,LoanAPI,/api/loans,GET,200,440,3580,9838,SRV019,SIT,,N,TXN0000000376
API000008154,2025-09-30 13:42:09,TransactionAPI,/api/transactions,GET,200,145,1684,1123,SRV018,SIT,,N,TXN0000001077
API000008155,2023-05-12 06:05:33,CustomerAPI,/api/customers,GET,400,86,1870,2250,SRV023,PRODUCTION,E108,N,TXN0000018820
API000008156,2025-12-17 14:01:11,FraudAPI,/api/fraud,GET,200,215,452,8853,SRV005,PRODUCTION,,N,TXN0000011824
API000008157,2023-12-31 06:13:44,AccountAPI,/api/accounts,GET,200,224,3678,6012,SRV013,PRODUCTION,,N,TXN0000007580
API000008158,2024-02-03 21:36:20,CustomerAPI,/api/customers,DELETE,400,70,4375,4981,SRV029,UAT,E102,N,
API000008159,2024-06-06 05:35:27,NotificationAPI,/api/notifications,PUT,200,166,1344,7526,SRV010,PRODUCTION,,N,TXN0000006649
API000008160,2023-08-14 00:51:34,PaymentAPI,/api/payments,GET,400,433,4884,9524,SRV014,PRODUCTION,E107,N,
API000008161,2024-04-20 19:51:09,PaymentAPI,/api/payments,POST,200,393,2322,778,SRV012,PRODUCTION,,N,
API000008162,2025-06-20 16:10:37,PaymentAPI,/api/payments,GET,500,156,539,3955,SRV024,PRODUCTION,E101,N,
API000008163,2023-05-25 11:52:15,LoanAPI,/api/loans,GET,200,203,2830,3381,SRV014,PRODUCTION,,N,TXN0000005352
API000008164,2025-07-23 00:44:25,NotificationAPI,/api/notifications,POST,200,349,4555,5117,SRV016,UAT,,N,TXN0000017843
API000008165,2024-11-01 22:32:37,CustomerAPI,/api/customers,PUT,502,259,720,6633,SRV014,PRODUCTION,E109,N,TXN0000012983
API000008166,2024-08-22 14:15:49,AccountAPI,/api/accounts,GET,503,490,3340,1681,SRV020,PRODUCTION,E106,N,TXN0000003974
API000008167,2025-12-24 18:45:37,LoanAPI,/api/loans,GET,200,201,136,5001,SRV037,SIT,,N,TXN0000000769
API000008168,2025-07-16 00:51:30,CustomerAPI,/api/customers,GET,200,543,4287,7994,SRV019,PRODUCTION,,N,
API000008169,2023-09-20 02:43:21,NotificationAPI,/api/notifications,POST,200,58,2873,9319,SRV011,PRODUCTION,,N,
API000008170,2024-10-26 17:43:40,FraudAPI,/api/fraud,GET,200,84,3484,5529,SRV016,PRODUCTION,,N,TXN0000013916
API000008171,2025-05-28 08:52:32,PaymentAPI,/api/payments,POST,200,213,4489,9033,SRV007,PRODUCTION,,N,
API000008172,2023-01-15 13:43:48,PaymentAPI,/api/payments,POST,200,163,279,4996,SRV032,PRODUCTION,,N,TXN0000004951
API000008173,2023-03-15 13:14:02,AuthAPI,/api/auth,GET,502,754,803,2075,SRV019,PRODUCTION,E104,N,TXN0000005198
API000008174,2025-11-09 15:42:01,StatementAPI,/api/statements,GET,200,81,3938,5055,SRV012,UAT,,N,
API000008175,2025-11-05 22:33:51,TransactionAPI,/api/transactions,POST,409,423,2610,6024,SRV034,PRODUCTION,E103,N,
API000008176,2024-08-10 22:19:01,FraudAPI,/api/fraud,GET,200,226,1711,3720,SRV010,PRODUCTION,,N,TXN0000005101
API000008177,2024-05-21 02:40:31,FraudAPI,/api/fraud,GET,200,113,3495,7589,SRV011,PRODUCTION,,N,TXN0000018616
API000008178,2025-04-29 07:07:37,NotificationAPI,/api/notifications,PUT,200,75,1960,6184,SRV021,PRODUCTION,,N,TXN0000016894
API000008179,2024-11-22 03:51:50,CustomerAPI,/api/customers,GET,200,260,1252,2362,SRV012,PRODUCTION,,N,
API000008180,2025-04-18 03:10:20,TransactionAPI,/api/transactions,POST,200,32,762,8421,SRV015,PRODUCTION,,N,TXN0000024803
API000008181,2024-07-27 03:14:55,KYCAPI,/api/kyc,POST,200,169,1417,5758,SRV036,PRODUCTION,,N,
API000008182,2026-06-28 13:04:15,PaymentAPI,/api/payments,GET,409,60,2267,2887,SRV007,PRODUCTION,E111,N,TXN0000006512
API000008183,2025-02-10 13:33:48,KYCAPI,/api/kyc,POST,200,42,1015,9491,SRV003,PRODUCTION,,N,TXN0000020129
API000008184,2025-09-16 22:11:13,StatementAPI,/api/statements,GET,200,416,1204,5337,SRV004,PRODUCTION,,N,
API000008185,2023-08-26 21:43:13,AuthAPI,/api/auth,GET,401,217,1529,3845,SRV035,PRODUCTION,E105,N,TXN0000009749
API000008186,2024-03-21 22:04:19,KYCAPI,/api/kyc,GET,500,152,3135,5728,SRV016,SIT,E104,N,
API000008187,2025-05-10 13:38:32,LoanAPI,/api/loans,GET,200,36,4490,3986,SRV009,SIT,,N,
API000008188,2023-12-11 06:22:31,StatementAPI,/api/statements,GET,200,208,1905,8543,SRV010,PRODUCTION,,N,TXN0000022622
API000008189,2024-05-06 21:50:37,TransactionAPI,/api/transactions,GET,429,242,1549,6993,SRV026,PRODUCTION,E103,N,TXN0000005957
API000008190,2024-05-13 12:28:32,PaymentAPI,/api/payments,POST,200,519,4742,2809,SRV038,PRODUCTION,,N,
API000008191,2023-10-02 01:50:10,TransactionAPI,/api/transactions,POST,200,166,3489,4978,SRV007,PRODUCTION,,N,TXN0000000443
API000008192,2024-08-01 22:31:14,StatementAPI,/api/statements,POST,200,30,2931,8438,SRV009,PRODUCTION,,N,TXN0000023725
API000008193,2023-01-08 00:00:52,NotificationAPI,/api/notifications,POST,200,154,3898,6556,SRV002,PRODUCTION,,N,TXN0000010884
API000008194,2023-01-19 11:56:11,TransactionAPI,/api/transactions,GET,201,104,4588,3310,SRV031,UAT,,N,
API000008195,2026-07-23 18:55:26,FraudAPI,/api/fraud,GET,200,124,3955,2520,SRV013,UAT,,N,
API000008196,2024-08-06 20:33:06,CustomerAPI,/api/customers,POST,200,140,1322,7704,SRV040,UAT,,N,TXN0000015724
API000008197,2025-02-18 23:28:35,AccountAPI,/api/accounts,POST,409,362,2650,5121,SRV028,PRODUCTION,E110,N,
API000008198,2024-09-11 10:45:27,PaymentAPI,/api/payments,GET,200,386,887,867,SRV010,SIT,,N,TXN0000001741
API000008199,2026-03-15 08:43:32,PaymentAPI,/api/payments,GET,200,226,4453,2333,SRV029,PRODUCTION,,N,TXN0000011360
API000008200,2024-08-06 01:31:25,KYCAPI,/api/kyc,GET,401,76,767,5226,SRV007,PRODUCTION,E104,N,TXN0000024369
API000008201,2025-03-01 10:08:16,KYCAPI,/api/kyc,POST,504,242,2293,6114,SRV019,PRODUCTION,E106,Y,TXN0000016409
API000008202,2023-09-25 17:28:35,FraudAPI,/api/fraud,GET,200,324,694,9086,SRV032,PRODUCTION,,N,
API000008203,2024-11-02 15:40:18,LoanAPI,/api/loans,POST,200,266,2526,7333,SRV008,PRODUCTION,,N,
API000008204,2025-12-02 16:35:24,AuthAPI,/api/auth,POST,400,992,2834,6273,SRV009,UAT,E107,N,TXN0000002057
API000008205,2023-07-26 21:35:13,KYCAPI,/api/kyc,DELETE,200,27,2651,5574,SRV025,PRODUCTION,,N,
API000008206,2025-10-25 21:54:08,LoanAPI,/api/loans,POST,200,430,4620,2509,SRV039,PRODUCTION,,N,
API000008207,2026-03-09 09:36:43,PaymentAPI,/api/payments,POST,200,632,353,7621,SRV029,PRODUCTION,,N,TXN0000021278
API000008208,2024-04-26 20:28:50,PaymentAPI,/api/payments,GET,504,213,3950,8423,SRV017,PRODUCTION,E111,Y,
API000008209,2025-05-26 17:01:18,TransactionAPI,/api/transactions,POST,404,95,3239,7485,SRV025,PRODUCTION,E105,N,TXN0000006249
API000008210,2025-04-03 20:49:16,KYCAPI,/api/kyc,POST,401,559,4835,9274,SRV009,PRODUCTION,E105,N,TXN0000005473
API000008211,2023-05-06 00:47:28,KYCAPI,/api/kyc,POST,502,166,2890,8526,SRV013,UAT,E101,N,TXN0000005598
API000008212,2025-10-26 21:55:57,TransactionAPI,/api/transactions,GET,201,105,4849,4981,SRV011,PRODUCTION,,N,TXN0000016377
API000008213,2025-11-20 23:21:08,LoanAPI,/api/loans,GET,409,570,1189,7987,SRV040,PRODUCTION,E105,N,
API000008214,2026-01-14 17:25:49,KYCAPI,/api/kyc,GET,200,69,3075,3234,SRV032,PRODUCTION,,N,
API000008215,2023-04-30 12:56:14,StatementAPI,/api/statements,PUT,200,414,2920,6232,SRV035,PRODUCTION,,N,TXN0000020125
API000008216,2023-06-08 05:48:24,StatementAPI,/api/statements,POST,200,60,4020,1389,SRV022,PRODUCTION,,N,
API000008217,2023-07-11 08:03:07,AuthAPI,/api/auth,GET,200,161,175,4593,SRV005,PRODUCTION,,N,TXN0000023801
API000008218,2024-06-28 08:12:02,LoanAPI,/api/loans,GET,200,339,3955,8654,SRV013,PRODUCTION,,N,
API000008219,2024-01-15 20:09:43,TransactionAPI,/api/transactions,GET,200,114,4317,1847,SRV003,PRODUCTION,,N,TXN0000009207
API000008220,2024-11-29 22:09:45,AuthAPI,/api/auth,POST,200,245,4631,9396,SRV030,PRODUCTION,,N,
API000008221,2025-06-03 14:00:28,TransactionAPI,/api/transactions,GET,200,71,3867,3876,SRV006,UAT,,N,
API000008222,2024-03-10 02:18:50,StatementAPI,/api/statements,GET,200,1516,217,9259,SRV024,PRODUCTION,,N,TXN0000001750
API000008223,2023-05-30 02:48:59,AccountAPI,/api/accounts,POST,400,708,4142,401,SRV011,SIT,E102,N,
API000008224,2024-06-25 15:49:30,CustomerAPI,/api/customers,POST,400,45,4426,1056,SRV003,PRODUCTION,E107,N,
API000008225,2023-11-02 22:54:46,CustomerAPI,/api/customers,GET,504,72,4255,8555,SRV031,SIT,E100,Y,TXN0000000353
API000008226,2024-02-13 14:10:40,AccountAPI,/api/accounts,PUT,200,160,2070,7428,SRV030,PRODUCTION,,N,
API000008227,2024-04-06 13:17:36,StatementAPI,/api/statements,POST,400,108,1470,8931,SRV011,PRODUCTION,E101,N,TXN0000002733
API000008228,2023-01-29 20:42:35,NotificationAPI,/api/notifications,PUT,404,280,3424,2124,SRV015,PRODUCTION,E103,N,TXN0000023464
API000008229,2026-03-11 05:22:40,AuthAPI,/api/auth,POST,200,85,2663,8903,SRV007,PRODUCTION,,N,
API000008230,2025-08-13 05:29:13,StatementAPI,/api/statements,PUT,200,69,2948,6410,SRV013,PRODUCTION,,N,TXN0000008384
API000008231,2025-08-30 15:24:48,StatementAPI,/api/statements,GET,401,52,3062,7640,SRV027,PRODUCTION,E100,N,
API000008232,2024-01-16 12:20:28,FraudAPI,/api/fraud,PUT,401,754,1499,7473,SRV004,UAT,E110,N,TXN0000022760
API000008233,2023-01-17 21:36:15,AuthAPI,/api/auth,PUT,200,675,437,815,SRV014,PRODUCTION,,N,
API000008234,2024-04-21 22:48:13,AuthAPI,/api/auth,GET,200,348,1221,7961,SRV004,PRODUCTION,,N,TXN0000005917
API000008235,2025-04-28 15:04:37,AccountAPI,/api/accounts,GET,502,89,2743,1235,SRV003,PRODUCTION,E110,N,TXN0000012170
API000008236,2023-04-11 05:14:19,StatementAPI,/api/statements,GET,200,91,4941,3549,SRV008,PRODUCTION,,N,TXN0000021160
API000008237,2024-04-14 07:41:30,TransactionAPI,/api/transactions,POST,200,78,4356,7783,SRV028,PRODUCTION,,N,TXN0000024827
API000008238,2024-11-13 07:56:27,FraudAPI,/api/fraud,DELETE,502,129,2493,4380,SRV012,PRODUCTION,E109,N,TXN0000022615
API000008239,2023-06-15 16:58:02,FraudAPI,/api/fraud,POST,200,199,4456,9922,SRV008,PRODUCTION,,N,
API000008240,2025-09-16 09:05:32,AuthAPI,/api/auth,GET,200,286,3438,4907,SRV027,UAT,,N,TXN0000016739
API000008241,2026-07-05 23:12:01,KYCAPI,/api/kyc,GET,200,344,3770,7660,SRV035,PRODUCTION,,N,
API000008242,2024-02-18 17:32:35,TransactionAPI,/api/transactions,GET,200,234,1225,8244,SRV007,PRODUCTION,,N,TXN0000015663
API000008243,2025-06-26 20:15:53,KYCAPI,/api/kyc,GET,500,500,3438,6281,SRV023,PRODUCTION,E107,N,TXN0000020034
API000008244,2025-09-02 15:16:32,AccountAPI,/api/accounts,PUT,200,367,4994,1948,SRV013,PRODUCTION,,N,TXN0000014055
API000008245,2024-09-22 19:03:19,FraudAPI,/api/fraud,GET,500,67,3387,9826,SRV011,PRODUCTION,E110,N,TXN0000016119
API000008246,2025-08-29 20:51:01,AuthAPI,/api/auth,DELETE,200,538,4007,9814,SRV009,PRODUCTION,,N,TXN0000003804
API000008247,2025-02-27 12:27:17,FraudAPI,/api/fraud,POST,200,223,1465,8760,SRV013,UAT,,N,TXN0000005416
API000008248,2023-03-04 20:40:59,KYCAPI,/api/kyc,GET,200,365,2918,8228,SRV016,PRODUCTION,,N,TXN0000004963
API000008249,2025-04-30 14:23:26,LoanAPI,/api/loans,POST,409,382,4692,5319,SRV037,PRODUCTION,E101,N,TXN0000013420
API000008250,2026-03-10 07:14:13,KYCAPI,/api/kyc,GET,200,169,2904,1552,SRV037,PRODUCTION,,N,TXN0000008405
API000008251,2024-04-11 16:29:09,LoanAPI,/api/loans,GET,200,124,1806,7835,SRV013,PRODUCTION,,N,TXN0000014140
API000008252,2024-10-14 19:02:56,AccountAPI,/api/accounts,DELETE,200,96,1278,5541,SRV018,PRODUCTION,,N,TXN0000002440
API000008253,2025-05-05 21:45:22,LoanAPI,/api/loans,POST,502,38,2968,6748,SRV024,PRODUCTION,E108,N,TXN0000014752
API000008254,2025-08-07 07:12:21,KYCAPI,/api/kyc,POST,200,186,3581,3397,SRV018,PRODUCTION,,N,TXN0000009390
API000008255,2025-12-16 01:25:42,StatementAPI,/api/statements,GET,200,233,4290,7553,SRV004,UAT,,N,
API000008256,2025-08-30 03:16:02,AuthAPI,/api/auth,GET,403,301,3446,4583,SRV027,PRODUCTION,E110,N,TXN0000003036
API000008257,2024-08-31 04:17:50,StatementAPI,/api/statements,GET,400,185,3809,8643,SRV025,PRODUCTION,E111,N,
API000008258,2026-06-10 22:40:39,AccountAPI,/api/accounts,GET,200,182,4342,7295,SRV032,PRODUCTION,,N,
API000008259,2024-04-03 01:28:38,LoanAPI,/api/loans,POST,503,174,3289,9250,SRV037,PRODUCTION,E104,N,
API000008260,2024-03-11 23:15:58,CustomerAPI,/api/customers,POST,200,403,2376,4651,SRV007,PRODUCTION,,N,TXN0000000822
API000008261,2025-07-06 23:15:11,TransactionAPI,/api/transactions,GET,200,129,3586,6360,SRV012,PRODUCTION,,N,TXN0000021115
API000008262,2024-12-09 06:21:56,LoanAPI,/api/loans,DELETE,200,234,3249,4516,SRV005,PRODUCTION,,N,TXN0000006089
API000008263,2024-10-20 14:29:37,CustomerAPI,/api/customers,PUT,200,83,3702,3100,SRV029,PRODUCTION,,N,
API000008264,2026-04-09 06:17:52,KYCAPI,/api/kyc,GET,200,154,812,9031,SRV019,PRODUCTION,,N,
API000008265,2023-06-02 09:39:13,FraudAPI,/api/fraud,GET,200,39,4094,7764,SRV019,UAT,,N,TXN0000010596
API000008266,2024-07-11 01:40:16,FraudAPI,/api/fraud,POST,200,272,2505,1961,SRV007,PRODUCTION,,N,
API000008267,2024-02-09 22:30:25,LoanAPI,/api/loans,GET,200,119,128,3167,SRV019,PRODUCTION,,N,
API000008268,2024-09-11 03:40:44,AccountAPI,/api/accounts,DELETE,200,73,940,5889,SRV023,PRODUCTION,,N,TXN0000011448
API000008269,2026-04-17 02:07:07,LoanAPI,/api/loans,GET,200,138,1334,916,SRV022,PRODUCTION,,N,TXN0000018794
API000008270,2026-06-20 09:05:27,KYCAPI,/api/kyc,PUT,200,115,4868,7696,SRV008,SIT,,N,TXN0000018593
API000008271,2025-05-07 03:22:43,KYCAPI,/api/kyc,GET,200,104,3508,2748,SRV013,PRODUCTION,,N,
API000008272,2024-05-04 19:35:43,AccountAPI,/api/accounts,POST,200,68,3690,4992,SRV013,PRODUCTION,,N,TXN0000024058
API000008273,2025-10-28 23:31:05,LoanAPI,/api/loans,DELETE,201,264,1493,4155,SRV014,PRODUCTION,,N,TXN0000024624
API000008274,2025-09-13 16:19:05,TransactionAPI,/api/transactions,PUT,400,445,3234,2249,SRV001,PRODUCTION,E104,N,TXN0000023900
API000008275,2026-02-10 12:49:18,PaymentAPI,/api/payments,GET,429,24,2339,4384,SRV022,PRODUCTION,E102,N,
API000008276,2023-10-07 02:58:58,NotificationAPI,/api/notifications,PUT,200,209,3479,7152,SRV031,PRODUCTION,,N,TXN0000006704
API000008277,2025-10-15 23:12:45,FraudAPI,/api/fraud,GET,200,64,1165,806,SRV015,PRODUCTION,,N,
API000008278,2025-06-11 17:08:01,PaymentAPI,/api/payments,GET,200,187,942,8635,SRV032,PRODUCTION,,N,TXN0000022879
API000008279,2025-06-04 23:18:40,PaymentAPI,/api/payments,GET,429,508,3855,4179,SRV021,PRODUCTION,E104,N,
API000008280,2026-05-14 14:45:46,NotificationAPI,/api/notifications,POST,502,69,1694,5462,SRV027,PRODUCTION,E105,N,
API000008281,2026-04-06 05:38:52,StatementAPI,/api/statements,POST,500,489,3493,7618,SRV017,UAT,E101,N,TXN0000017444
API000008282,2023-06-29 03:12:43,AccountAPI,/api/accounts,DELETE,200,158,3897,8050,SRV010,PRODUCTION,,N,
API000008283,2023-01-12 04:05:31,CustomerAPI,/api/customers,GET,200,104,951,1164,SRV033,PRODUCTION,,N,TXN0000008321
API000008284,2023-02-25 14:58:43,NotificationAPI,/api/notifications,POST,201,105,2530,388,SRV006,PRODUCTION,,N,
API000008285,2026-03-16 21:36:22,LoanAPI,/api/loans,POST,400,391,2974,4139,SRV032,PRODUCTION,E102,N,
API000008286,2025-03-11 14:18:19,CustomerAPI,/api/customers,POST,500,88,2053,6816,SRV026,PRODUCTION,E100,N,TXN0000005755
API000008287,2025-05-30 00:54:56,CustomerAPI,/api/customers,GET,200,147,2759,8195,SRV017,PRODUCTION,,N,TXN0000001292
API000008288,2026-05-27 22:31:30,AccountAPI,/api/accounts,GET,200,250,754,6516,SRV017,PRODUCTION,,N,TXN0000023976
API000008289,2025-04-24 10:13:06,LoanAPI,/api/loans,PUT,400,196,1679,6622,SRV030,PRODUCTION,E111,N,TXN0000010179
API000008290,2026-05-12 18:44:01,TransactionAPI,/api/transactions,GET,200,49,1166,7008,SRV010,PRODUCTION,,N,TXN0000022104
API000008291,2023-11-06 07:46:56,AccountAPI,/api/accounts,POST,200,626,1256,5999,SRV021,PRODUCTION,,N,
API000008292,2023-05-25 16:46:54,AccountAPI,/api/accounts,POST,200,154,3598,2460,SRV029,PRODUCTION,,N,TXN0000024200
API000008293,2024-11-03 02:15:56,CustomerAPI,/api/customers,GET,200,250,2710,4023,SRV029,PRODUCTION,,N,TXN0000001800
API000008294,2025-02-13 19:43:14,StatementAPI,/api/statements,GET,200,171,1562,6313,SRV012,PRODUCTION,,N,TXN0000019455
API000008295,2024-05-19 09:16:08,PaymentAPI,/api/payments,PUT,403,87,2185,6784,SRV022,PRODUCTION,E103,N,TXN0000016583
API000008296,2024-06-08 11:11:17,AuthAPI,/api/auth,POST,500,63,4782,6368,SRV009,PRODUCTION,E106,N,
API000008297,2025-03-14 16:25:53,PaymentAPI,/api/payments,GET,400,82,4848,5379,SRV011,PRODUCTION,E100,N,TXN0000018231
API000008298,2024-09-21 06:10:07,CustomerAPI,/api/customers,GET,200,150,293,6459,SRV006,PRODUCTION,,N,TXN0000018015
API000008299,2023-07-05 21:41:18,PaymentAPI,/api/payments,GET,403,65,1417,604,SRV006,PRODUCTION,E110,N,TXN0000023309
API000008300,2025-05-23 05:50:34,CustomerAPI,/api/customers,GET,200,153,430,7685,SRV010,PRODUCTION,,N,TXN0000014272
API000008301,2024-07-24 11:36:06,FraudAPI,/api/fraud,POST,200,512,4700,1677,SRV033,PRODUCTION,,N,TXN0000010623
API000008302,2024-08-26 21:00:47,StatementAPI,/api/statements,POST,200,400,2198,9910,SRV031,PRODUCTION,,N,
API000008303,2026-02-12 23:06:00,FraudAPI,/api/fraud,PUT,409,102,719,6138,SRV002,PRODUCTION,E110,N,TXN0000000145
API000008304,2026-05-01 06:12:36,CustomerAPI,/api/customers,PUT,200,667,1952,4201,SRV029,UAT,,N,TXN0000013614
API000008305,2025-06-11 05:41:33,CustomerAPI,/api/customers,POST,504,131,4131,9660,SRV025,PRODUCTION,E107,Y,
API000008306,2025-01-30 09:22:18,LoanAPI,/api/loans,GET,500,89,1539,1224,SRV024,PRODUCTION,E107,N,TXN0000009880
API000008307,2023-05-05 17:02:45,TransactionAPI,/api/transactions,GET,503,591,4640,9071,SRV007,PRODUCTION,E107,N,
API000008308,2025-11-27 20:37:28,KYCAPI,/api/kyc,POST,409,250,4860,1144,SRV037,PRODUCTION,E100,N,
API000008309,2024-01-09 11:55:32,LoanAPI,/api/loans,POST,200,236,3841,4804,SRV030,PRODUCTION,,N,
API000008310,2023-12-28 23:39:10,KYCAPI,/api/kyc,GET,404,116,1175,6733,SRV029,PRODUCTION,E103,N,TXN0000017209
API000008311,2023-05-10 12:23:02,PaymentAPI,/api/payments,GET,200,142,4482,5028,SRV010,UAT,,N,
API000008312,2026-05-10 07:25:33,FraudAPI,/api/fraud,GET,400,143,476,9660,SRV019,PRODUCTION,E108,N,TXN0000013562
API000008313,2025-05-04 11:00:57,FraudAPI,/api/fraud,GET,200,85,2058,8739,SRV037,PRODUCTION,,N,TXN0000017953
API000008314,2024-05-28 08:45:23,PaymentAPI,/api/payments,GET,200,224,3826,2676,SRV032,PRODUCTION,,N,TXN0000022781
API000008315,2025-01-10 13:28:15,AuthAPI,/api/auth,GET,200,94,3271,2687,SRV039,PRODUCTION,,N,
API000008316,2025-12-07 20:16:24,AuthAPI,/api/auth,PUT,200,238,1110,5915,SRV005,PRODUCTION,,N,TXN0000010173
API000008317,2024-08-01 16:07:23,AuthAPI,/api/auth,PUT,200,485,158,2961,SRV010,PRODUCTION,,N,
API000008318,2024-03-06 17:41:23,PaymentAPI,/api/payments,PUT,200,356,3424,9418,SRV037,UAT,,N,
API000008319,2023-02-13 05:58:32,AccountAPI,/api/accounts,GET,200,254,1634,3279,SRV034,UAT,,N,TXN0000006061
API000008320,2024-12-30 20:15:55,AuthAPI,/api/auth,POST,400,189,3111,437,SRV028,PRODUCTION,E101,N,
API000008321,2024-12-07 19:17:41,PaymentAPI,/api/payments,POST,200,574,2505,6020,SRV019,PRODUCTION,,N,TXN0000006579
API000008322,2026-03-24 05:13:23,AccountAPI,/api/accounts,PUT,200,174,1420,8200,SRV001,UAT,,N,TXN0000016684
API000008323,2026-06-30 17:41:32,AuthAPI,/api/auth,POST,201,100,2418,8437,SRV037,PRODUCTION,,N,TXN0000001937
